,A:7,A:aug,A:dim,A:dim7,A:hdim7,A:maj,A:maj6,A:maj7,A:min,A:min6,A:min7,A:minmaj7,A:sus2,A:sus4,Ab:7,Ab:aug,Ab:dim,Ab:dim7,Ab:hdim7,Ab:maj,Ab:maj6,Ab:maj7,Ab:min,Ab:min6,Ab:min7,Ab:minmaj7,Ab:sus2,Ab:sus4,B:7,B:aug,B:dim,B:hdim7,B:maj,B:maj6,B:maj7,B:min,B:min6,B:min7,B:sus2,B:sus4,Bb:7,Bb:aug,Bb:dim,Bb:hdim7,Bb:maj,Bb:maj6,Bb:maj7,Bb:min,Bb:min6,Bb:min7,Bb:minmaj7,Bb:sus2,Bb:sus4,C#:7,C#:aug,C#:dim,C#:dim7,C#:hdim7,C#:maj,C#:maj6,C#:maj7,C#:min,C#:min6,C#:min7,C#:minmaj7,C#:sus2,C#:sus4,C:7,C:aug,C:dim,C:dim7,C:hdim7,C:maj,C:maj6,C:maj7,C:min,C:min6,C:min7,C:minmaj7,C:sus2,C:sus4,D:7,D:aug,D:dim,D:dim7,D:hdim7,D:maj,D:maj6,D:maj7,D:min,D:min6,D:min7,D:sus2,D:sus4,E:7,E:aug,E:dim,E:dim7,E:hdim7,E:maj,E:maj6,E:maj7,E:min,E:min6,E:min7,E:minmaj7,E:sus2,E:sus4,Eb:7,Eb:aug,Eb:dim,Eb:dim7,Eb:hdim7,Eb:maj,Eb:maj6,Eb:maj7,Eb:min,Eb:min6,Eb:min7,Eb:minmaj7,Eb:sus2,Eb:sus4,F#:7,F#:aug,F#:dim,F#:dim7,F#:hdim7,F#:maj,F#:maj6,F#:maj7,F#:min,F#:min6,F#:min7,F#:minmaj7,F#:sus2,F#:sus4,F:7,F:aug,F:dim,F:dim7,F:hdim7,F:maj,F:maj6,F:maj7,F:min,F:min6,F:min7,F:minmaj7,F:sus2,F:sus4,G:7,G:aug,G:dim,G:dim7,G:hdim7,G:maj,G:maj6,G:maj7,G:min,G:min7,G:minmaj7,G:sus2,G:sus4
D:hdim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,0.00%,15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.08%,0.00%,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%
D:maj,0.17%,0.00%,0.00%,0.00%,0.00%,8.03%,0.19%,0.06%,1.38%,0.00%,0.06%,0.00%,0.34%,0.34%,0.08%,0.00%,0.08%,0.00%,0.00%,0.32%,0.00%,0.00%,0.17%,0.00%,0.02%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,1.02%,0.00%,0.00%,5.75%,0.00%,1.06%,0.25%,0.08%,0.00%,0.00%,0.02%,0.00%,0.45%,0.00%,0.04%,0.02%,0.00%,0.02%,0.00%,0.00%,0.00%,0.04%,0.00%,0.26%,0.00%,0.04%,0.62%,0.00%,0.00%,2.26%,0.04%,0.25%,0.00%,0.02%,0.41%,0.00%,0.00%,0.00%,0.02%,0.00%,5.90%,0.11%,0.08%,0.49%,0.00%,0.00%,0.00%,0.11%,0.02%,0.81%,0.02%,0.00%,0.00%,0.00%,10.86%,0.19%,0.62%,0.96%,0.00%,0.23%,2.19%,1.02%,0.28%,0.00%,0.02%,0.00%,0.00%,8.69%,0.00%,0.02%,9.43%,0.02%,0.58%,0.00%,0.40%,0.70%,0.00%,0.06%,0.08%,0.00%,0.00%,0.72%,0.00%,0.09%,0.08%,0.00%,0.00%,0.09%,0.08%,0.00%,0.13%,0.00%,0.04%,0.00%,0.00%,0.60%,0.00%,0.02%,2.49%,0.00%,0.26%,0.00%,0.04%,0.15%,0.04%,0.00%,0.00%,0.00%,0.00%,0.70%,0.02%,0.08%,0.00%,0.00%,0.00%,0.00%,0.04%,0.06%,0.26%,0.15%,0.00%,0.00%,0.00%,19.76%,0.09%,0.68%,3.41%,0.08%,0.04%,1.38%,0.66%
D:maj6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,7.27%,1.82%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.27%,5.45%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.27%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,3.64%,0.00%,7.27%,0.00%,3.64%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.27%,0.00%,0.00%,0.00%,0.00%,0.00%,3.64%,0.00%
D:maj7,0.00%,0.00%,0.00%,0.00%,0.00%,2.46%,0.00%,1.97%,0.00%,0.00%,0.00%,0.00%,2.46%,1.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,0.00%,25.62%,0.00%,4.93%,5.91%,0.49%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,0.00%,0.00%,0.00%,10.84%,0.00%,4.43%,0.00%,0.00%,0.00%,3.45%,0.49%,0.49%,0.00%,0.00%,0.00%,0.00%,3.94%,0.99%,0.00%,3.94%,0.00%,0.49%,0.00%,0.00%,0.49%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.48%,0.00%,1.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.30%,0.00%,1.48%,0.00%,0.00%,0.00%,0.99%,0.00%
D:min,0.12%,0.03%,0.00%,0.00%,0.00%,1.01%,0.00%,0.03%,8.31%,0.00%,0.62%,0.00%,0.24%,0.24%,0.00%,0.00%,0.18%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.06%,0.03%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.92%,0.03%,0.98%,0.12%,0.00%,0.00%,0.00%,0.24%,0.03%,0.00%,0.21%,0.03%,0.00%,0.00%,0.12%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.06%,0.00%,8.13%,0.33%,0.00%,2.36%,0.00%,0.12%,0.00%,0.74%,0.09%,0.03%,0.00%,0.03%,0.00%,0.00%,1.09%,0.00%,0.00%,12.80%,0.00%,1.45%,1.66%,0.83%,0.00%,0.00%,0.33%,0.00%,0.18%,1.86%,0.00%,0.00%,3.90%,0.00%,0.27%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,4.61%,0.00%,0.12%,0.27%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.00%,0.00%,0.00%,0.00%,4.11%,0.12%,0.35%,0.41%,0.09%,0.00%,0.00%,0.30%,0.21%,0.21%,0.00%,0.00%,0.00%,0.00%,13.18%,0.00%,0.06%,14.16%,0.80%,0.00%,1.71%,0.77%
D:min6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%
D:min7,0.22%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,2.80%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.51%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.84%,0.22%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,0.43%,0.43%,2.37%,0.43%,1.94%,0.00%,0.65%,0.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.86%,0.00%,0.00%,11.64%,0.00%,2.16%,2.37%,4.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.09%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,9.27%,0.00%,2.37%,0.22%,0.43%,0.00%,0.00%,0.43%,0.65%,1.29%,0.00%,0.00%,0.00%,0.00%,5.39%,0.00%,0.00%,7.97%,5.82%,0.00%,0.22%,5.60%
D:sus2,0.00%,0.00%,0.00%,0.00%,0.00%,3.97%,0.50%,0.00%,1.82%,0.00%,0.50%,0.00%,0.50%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.31%,0.00%,0.50%,0.00%,0.00%,0.17%,0.00%,0.17%,0.00%,1.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,1.16%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.47%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,1.16%,0.00%,3.47%,0.00%,0.00%,0.00%,0.00%,28.76%,0.17%,1.32%,13.55%,0.00%,1.32%,5.29%,0.83%,0.00%,0.00%,0.00%,0.00%,0.17%,5.45%,0.00%,0.00%,1.16%,0.00%,0.66%,0.00%,2.31%,0.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.99%,0.00%,0.33%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.66%,0.00%,0.50%,0.00%,0.17%,0.00%,0.00%,0.33%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,6.12%,0.17%,0.66%,2.81%,0.00%,0.00%,1.32%,0.66%
D:sus4,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.78%,0.00%,1.04%,0.00%,1.04%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,1.04%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,4.15%,0.00%,0.78%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.25%,0.00%,0.26%,0.78%,0.00%,0.26%,0.00%,1.55%,0.52%,0.52%,0.00%,0.00%,0.00%,0.00%,23.32%,0.26%,0.00%,7.51%,0.26%,1.30%,2.07%,3.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,2.85%,0.00%,1.04%,0.00%,0.26%,1.04%,0.00%,0.00%,0.52%,0.26%,0.00%,5.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,11.66%,0.52%,0.52%,4.92%,1.04%,0.00%,1.81%,1.81%
E:7,0.00%,0.00%,0.00%,0.00%,0.00%,31.15%,0.00%,2.46%,14.75%,0.00%,0.82%,0.00%,0.82%,1.64%,0.00%,0.00%,0.82%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,1.64%,1.64%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.00%,0.82%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.46%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,6.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.64%,0.00%,0.00%,0.00%,0.00%,16.39%,0.00%,2.46%,0.00%,0.00%,0.00%,0.00%,0.82%,2.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.64%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:aug,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:dim,10.87%,0.00%,0.00%,0.00%,0.00%,13.04%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.35%,0.00%,0.00%,32.61%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,4.35%,0.00%,0.00%,0.00%,0.00%,6.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:dim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:hdim7,19.05%,0.00%,0.00%,0.00%,0.00%,52.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,0.00%,9.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:maj,0.02%,0.00%,0.00%,0.00%,0.00%,15.74%,0.02%,0.60%,5.59%,0.02%,0.19%,0.00%,1.45%,0.28%,0.13%,0.00%,0.06%,0.00%,0.04%,0.56%,0.00%,0.00%,3.54%,0.00%,0.62%,0.00%,0.04%,0.11%,0.02%,0.00%,0.00%,0.00%,7.43%,0.04%,0.04%,1.35%,0.00%,0.04%,0.13%,0.32%,0.00%,0.00%,0.23%,0.00%,0.06%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.02%,0.02%,0.06%,0.00%,0.04%,0.00%,0.00%,1.37%,0.00%,0.00%,6.98%,0.00%,0.26%,0.00%,0.23%,0.13%,0.06%,0.00%,0.02%,0.00%,0.00%,0.83%,0.00%,0.09%,0.13%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,3.50%,0.21%,0.19%,0.45%,0.00%,0.00%,0.38%,0.04%,1.11%,0.00%,0.06%,0.00%,0.00%,13.71%,0.06%,0.79%,1.05%,0.02%,0.06%,0.00%,1.43%,0.58%,0.02%,0.11%,0.06%,0.00%,0.06%,0.81%,0.00%,0.00%,3.29%,0.00%,0.58%,0.00%,0.00%,0.13%,0.32%,0.00%,0.00%,0.00%,0.00%,9.31%,0.00%,0.00%,8.07%,0.00%,0.98%,0.00%,0.68%,0.68%,0.00%,0.00%,0.02%,0.00%,0.00%,0.83%,0.00%,0.09%,0.04%,0.00%,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,0.04%,0.00%,0.00%,0.51%,0.02%,0.02%,0.06%,0.00%,0.00%,0.47%,0.00%
