,A:7,A:aug,A:dim,A:dim7,A:hdim7,A:maj,A:maj6,A:maj7,A:min,A:min6,A:min7,A:minmaj7,A:sus2,A:sus4,Ab:7,Ab:aug,Ab:dim,Ab:dim7,Ab:hdim7,Ab:maj,Ab:maj6,Ab:maj7,Ab:min,Ab:min6,Ab:min7,Ab:minmaj7,Ab:sus2,Ab:sus4,B:7,B:aug,B:dim,B:hdim7,B:maj,B:maj6,B:maj7,B:min,B:min6,B:min7,B:sus2,B:sus4,Bb:7,Bb:aug,Bb:dim,Bb:hdim7,Bb:maj,Bb:maj6,Bb:maj7,Bb:min,Bb:min6,Bb:min7,Bb:minmaj7,Bb:sus2,Bb:sus4,C#:7,C#:aug,C#:dim,C#:dim7,C#:hdim7,C#:maj,C#:maj6,C#:maj7,C#:min,C#:min6,C#:min7,C#:minmaj7,C#:sus2,C#:sus4,C:7,C:aug,C:dim,C:dim7,C:hdim7,C:maj,C:maj6,C:maj7,C:min,C:min6,C:min7,C:minmaj7,C:sus2,C:sus4,D:7,D:aug,D:dim,D:dim7,D:hdim7,D:maj,D:maj6,D:maj7,D:min,D:min6,D:min7,D:sus2,D:sus4,E:7,E:aug,E:dim,E:dim7,E:hdim7,E:maj,E:maj6,E:maj7,E:min,E:min6,E:min7,E:minmaj7,E:sus2,E:sus4,Eb:7,Eb:aug,Eb:dim,Eb:dim7,Eb:hdim7,Eb:maj,Eb:maj6,Eb:maj7,Eb:min,Eb:min6,Eb:min7,Eb:minmaj7,Eb:sus2,Eb:sus4,F#:7,F#:aug,F#:dim,F#:dim7,F#:hdim7,F#:maj,F#:maj6,F#:maj7,F#:min,F#:min6,F#:min7,F#:minmaj7,F#:sus2,F#:sus4,F:7,F:aug,F:dim,F:dim7,F:hdim7,F:maj,F:maj6,F:maj7,F:min,F:min6,F:min7,F:minmaj7,F:sus2,F:sus4,G:7,G:aug,G:dim,G:dim7,G:hdim7,G:maj,G:maj6,G:maj7,G:min,G:min7,G:minmaj7,G:sus2,G:sus4,end_chord,start_chord
D:hdim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.04%,0.00%,18.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30.05%,0.00%,0.00%,11.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.43%,0.00%,0.00%
D:maj,0.16%,0.00%,0.00%,0.00%,0.00%,7.79%,0.21%,0.05%,1.50%,0.00%,0.07%,0.00%,0.35%,0.34%,0.08%,0.00%,0.08%,0.00%,0.00%,0.31%,0.00%,0.00%,0.14%,0.00%,0.01%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,1.12%,0.00%,0.00%,6.08%,0.00%,1.00%,0.23%,0.06%,0.00%,0.00%,0.02%,0.00%,0.40%,0.00%,0.03%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.04%,0.00%,0.24%,0.00%,0.03%,0.57%,0.00%,0.00%,2.30%,0.03%,0.30%,0.00%,0.02%,0.38%,0.00%,0.00%,0.00%,0.01%,0.00%,5.55%,0.11%,0.08%,0.47%,0.00%,0.00%,0.00%,0.11%,0.01%,0.76%,0.01%,0.00%,0.00%,0.00%,10.66%,0.16%,0.63%,0.96%,0.00%,0.23%,1.87%,0.86%,0.27%,0.00%,0.02%,0.00%,0.00%,8.73%,0.00%,0.02%,9.21%,0.01%,0.56%,0.00%,0.37%,0.67%,0.00%,0.04%,0.07%,0.00%,0.00%,0.74%,0.00%,0.06%,0.08%,0.00%,0.00%,0.09%,0.06%,0.00%,0.11%,0.00%,0.06%,0.00%,0.00%,0.68%,0.00%,0.02%,3.06%,0.00%,0.23%,0.00%,0.05%,0.12%,0.03%,0.00%,0.00%,0.00%,0.00%,0.71%,0.02%,0.09%,0.00%,0.00%,0.00%,0.00%,0.03%,0.05%,0.23%,0.12%,0.00%,0.00%,0.00%,19.58%,0.09%,0.65%,3.47%,0.07%,0.04%,1.24%,0.64%,1.16%,0.00%
D:maj6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.76%,0.00%,6.59%,1.64%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.72%,5.19%,2.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.24%,1.63%,0.00%,0.00%,0.00%,0.00%,0.00%,1.36%,0.00%,0.00%,0.00%,0.00%,0.00%,2.14%,4.76%,0.00%,7.92%,0.00%,4.07%,0.00%,2.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.95%,0.00%,0.00%,0.00%,0.00%,0.00%,4.33%,0.00%,0.00%,0.00%
D:maj7,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,1.73%,0.00%,0.00%,0.00%,0.00%,2.31%,1.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.16%,0.00%,0.00%,26.08%,0.00%,5.11%,5.09%,0.35%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,0.00%,0.00%,0.35%,0.00%,0.00%,0.00%,0.00%,0.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.18%,0.00%,0.00%,0.00%,0.00%,11.23%,0.00%,4.11%,0.00%,0.00%,0.00%,3.35%,0.55%,0.60%,0.00%,0.00%,0.00%,0.00%,3.95%,0.56%,0.00%,5.04%,0.00%,0.56%,0.00%,0.00%,0.51%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,0.00%,1.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.50%,0.00%,1.42%,0.00%,0.00%,0.00%,1.08%,0.00%,0.57%,0.00%
D:min,0.10%,0.04%,0.00%,0.00%,0.00%,0.96%,0.00%,0.04%,8.42%,0.00%,0.61%,0.00%,0.22%,0.20%,0.00%,0.00%,0.18%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.04%,0.04%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.94%,0.02%,0.75%,0.09%,0.00%,0.00%,0.00%,0.19%,0.02%,0.00%,0.23%,0.02%,0.00%,0.00%,0.15%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.05%,0.00%,8.29%,0.32%,0.00%,2.33%,0.00%,0.11%,0.00%,0.71%,0.07%,0.03%,0.00%,0.02%,0.00%,0.00%,1.05%,0.00%,0.00%,12.07%,0.00%,1.33%,1.43%,0.77%,0.00%,0.00%,0.38%,0.00%,0.19%,1.93%,0.00%,0.00%,4.03%,0.00%,0.28%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,4.72%,0.00%,0.13%,0.29%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,4.16%,0.12%,0.28%,0.47%,0.12%,0.00%,0.00%,0.24%,0.14%,0.21%,0.00%,0.00%,0.00%,0.00%,13.08%,0.00%,0.06%,14.67%,0.82%,0.00%,1.51%,0.77%,0.67%,0.00%
D:min6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.93%,0.00%,0.00%,0.00%,0.00%,0.00%
D:min7,0.19%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,0.00%,3.33%,0.00%,1.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.01%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,1.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.78%,0.20%,2.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.32%,0.33%,0.50%,2.41%,0.38%,1.60%,0.00%,0.52%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.89%,0.00%,0.00%,12.70%,0.00%,2.15%,1.83%,3.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.02%,0.00%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,0.00%,8.76%,0.00%,2.30%,0.21%,0.57%,0.00%,0.00%,0.49%,0.71%,1.68%,0.00%,0.00%,0.00%,0.00%,6.28%,0.00%,0.00%,7.49%,5.78%,0.00%,0.19%,4.27%,0.00%,0.00%
D:sus2,0.00%,0.00%,0.00%,0.00%,0.00%,4.04%,0.26%,0.00%,1.60%,0.00%,0.40%,0.00%,0.83%,0.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.68%,0.00%,0.43%,0.00%,0.00%,0.27%,0.00%,0.17%,0.00%,1.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,1.08%,0.00%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.68%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.98%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,29.58%,0.21%,1.21%,13.56%,0.00%,1.23%,3.48%,0.85%,0.00%,0.00%,0.00%,0.00%,0.27%,5.49%,0.00%,0.00%,1.38%,0.00%,0.67%,0.00%,2.39%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,1.06%,0.00%,0.17%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.00%,0.39%,0.00%,0.12%,0.00%,0.00%,0.24%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,7.30%,0.20%,0.74%,3.06%,0.00%,0.00%,1.33%,0.62%,0.66%,0.00%
D:sus4,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.64%,0.00%,1.04%,0.00%,1.12%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.83%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,4.43%,0.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.73%,0.00%,0.19%,0.96%,0.00%,0.26%,0.00%,1.71%,0.71%,0.62%,0.00%,0.00%,0.00%,0.00%,22.93%,0.31%,0.00%,7.76%,0.34%,0.95%,2.14%,2.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,3.02%,0.00%,0.92%,0.00%,0.29%,0.86%,0.00%,0.00%,0.47%,0.28%,0.00%,5.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.11%,0.00%,0.38%,0.00%,0.00%,0.00%,0.00%,12.13%,0.62%,0.40%,4.47%,0.80%,0.00%,1.94%,2.26%,0.32%,0.00%
E:7,0.00%,0.00%,0.00%,0.00%,0.00%,32.18%,0.00%,2.48%,16.84%,0.00%,0.57%,0.00%,1.27%,0.78%,0.00%,0.00%,0.64%,0.00%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,1.28%,1.27%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,0.00%,0.00%,0.84%,0.00%,0.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.13%,0.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,0.69%,0.00%,0.00%,0.00%,0.00%,6.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.38%,0.00%,0.00%,0.00%,0.00%,14.64%,0.00%,2.97%,0.00%,0.00%,0.00%,0.00%,0.60%,1.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.97%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%
E:aug,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:dim,12.84%,0.00%,0.00%,0.00%,0.00%,15.09%,0.00%,0.00%,2.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.44%,0.00%,0.00%,27.29%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.87%,3.67%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:dim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:hdim7,18.99%,0.00%,0.00%,0.00%,0.00%,52.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.48%,0.00%,0.00%,8.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:maj,0.02%,0.00%,0.00%,0.00%,0.00%,16.66%,0.02%,0.60%,5.66%,0.02%,0.15%,0.00%,1.55%,0.24%,0.09%,0.00%,0.06%,0.00%,0.05%,0.51%,0.00%,0.00%,3.70%,0.00%,0.57%,0.00%,0.04%,0.14%,0.01%,0.00%,0.00%,0.00%,7.45%,0.05%,0.06%,1.23%,0.00%,0.03%,0.17%,0.26%,0.00%,0.00%,0.30%,0.00%,0.07%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.02%,0.02%,0.05%,0.00%,0.05%,0.00%,0.00%,1.40%,0.00%,0.00%,7.46%,0.00%,0.26%,0.00%,0.29%,0.14%,0.07%,0.00%,0.02%,0.00%,0.00%,0.82%,0.00%,0.08%,0.14%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,3.38%,0.15%,0.15%,0.45%,0.00%,0.00%,0.37%,0.04%,1.17%,0.00%,0.07%,0.00%,0.00%,12.02%,0.05%,0.76%,1.00%,0.02%,0.04%,0.00%,1.18%,0.51%,0.02%,0.11%,0.06%,0.00%,0.06%,0.85%,0.00%,0.00%,3.28%,0.00%,0.48%,0.00%,0.00%,0.14%,0.35%,0.00%,0.00%,0.00%,0.00%,9.28%,0.00%,0.00%,8.05%,0.00%,0.81%,0.00%,0.69%,0.57%,0.00%,0.00%,0.02%,0.00%,0.00%,0.78%,0.00%,0.06%,0.03%,0.00%,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,0.03%,0.00%,0.00%,0.54%,0.03%,0.02%,0.08%,0.00%,0.00%,0.36%,0.00%,1.21%,0.00%
